statement,explanation,label,input_text
Sour milk is beer that has an unpleasant taste because it is no longer fresh,he tries to mix sour milk with beer,0,Sour milk is beer that has an unpleasant taste because it is no longer fresh he tries to mix sour milk with beer
"it's already 9 p.m., let's have the afternoon tea",9 p.m. is in the evening not afternoon,1,"it's already 9 p.m., let's have the afternoon tea 9 p.m. is in the evening not afternoon"
"it's already 9 p.m., let's have the afternoon tea",it is afternoon here but 9 p.m. in other cities,0,"it's already 9 p.m., let's have the afternoon tea it is afternoon here but 9 p.m. in other cities"
"it's already 9 p.m., let's have the afternoon tea",i work from afternoon to 9 p.m.,0,"it's already 9 p.m., let's have the afternoon tea i work from afternoon to 9 p.m."
i tried sushi in a Japanese toilet,someone throw a sushi in the toilet trash bin,0,i tried sushi in a Japanese toilet someone throw a sushi in the toilet trash bin
i tried sushi in a Japanese toilet,that sushi is not fresh because i have been to the toilet many times,0,i tried sushi in a Japanese toilet that sushi is not fresh because i have been to the toilet many times
i tried sushi in a Japanese toilet,people do not eat food in toilet,1,i tried sushi in a Japanese toilet people do not eat food in toilet
the female sits on the fountain until the little birds hatch,there is a little bird on the fountain,0,the female sits on the fountain until the little birds hatch there is a little bird on the fountain
the female sits on the fountain until the little birds hatch,the bird drinks water from the fountain,0,the female sits on the fountain until the little birds hatch the bird drinks water from the fountain
the female sits on the fountain until the little birds hatch,birds do not hatch from fountain,1,the female sits on the fountain until the little birds hatch birds do not hatch from fountain
we followed the bear's tracks in the water,shark can follow the track of its prey in water,0,we followed the bear's tracks in the water shark can follow the track of its prey in water
we followed the bear's tracks in the water,bears do not leave tracks in the water,1,we followed the bear's tracks in the water bears do not leave tracks in the water
we followed the bear's tracks in the water,bears cannot find any tracks of you in water,0,we followed the bear's tracks in the water bears cannot find any tracks of you in water
it is customary to offer a knife to guests,the guest brought him a knife as a gift,0,it is customary to offer a knife to guests the guest brought him a knife as a gift
it is customary to offer a knife to guests,people do not normally offer guests knifes,1,it is customary to offer a knife to guests people do not normally offer guests knifes
it is customary to offer a knife to guests,he found the knife to open the box from the guest,0,it is customary to offer a knife to guests he found the knife to open the box from the guest
you can buy your stamps at the police office,the police caught the stamps thief,0,you can buy your stamps at the police office the police caught the stamps thief
you can buy your stamps at the police office,police office do not sell stamps,1,you can buy your stamps at the police office police office do not sell stamps
you can buy your stamps at the police office,the police found the lost stamps,0,you can buy your stamps at the police office the police found the lost stamps
the hotel has an exam service,there is an exam held in the hotel,0,the hotel has an exam service there is an exam held in the hotel
the hotel has an exam service,the staff of the hotel get exams every month,0,the hotel has an exam service the staff of the hotel get exams every month
